ONA_1:input 1/mode 1/transmission: Re(TE transmission) vs wavelength

wavelength(nm), Re(TE transmission)
1559.56, 0.15459
1559.56, 0.15459
1559.55, 0.15459
1559.55, 0.15459
1559.55, 0.154589
1559.55, 0.154589
1559.55, 0.154589
1559.55, 0.154589
1559.55, 0.154588
1559.55, 0.154588
1559.55, 0.154588
1559.55, 0.154587
1559.55, 0.154587
1559.55, 0.154587
1559.55, 0.154587
1559.55, 0.154586
1559.55, 0.154586
1559.55, 0.154586
1559.55, 0.154586
1559.55, 0.154585
1559.55, 0.154585
1559.55, 0.154585
1559.55, 0.154584
1559.55, 0.154584
1559.55, 0.154584
1559.55, 0.154583
1559.55, 0.154583
1559.54, 0.154583
1559.54, 0.154583
1559.54, 0.154582
1559.54, 0.154582
1559.54, 0.154582
1559.54, 0.154581
1559.54, 0.154581
1559.54, 0.154581
1559.54, 0.15458
1559.54, 0.15458
1559.54, 0.15458
1559.54, 0.154579
1559.54, 0.154579
1559.54, 0.154579
1559.54, 0.154579
1559.54, 0.154578
1559.54, 0.154578
1559.54, 0.154578
1559.54, 0.154577
1559.54, 0.154577
1559.54, 0.154577
1559.54, 0.154576
1559.54, 0.154576
1559.54, 0.154576
1559.54, 0.154575
1559.53, 0.154575
1559.53, 0.154574
1559.53, 0.154574
1559.53, 0.154574
1559.53, 0.154573
1559.53, 0.154573
1559.53, 0.154573
1559.53, 0.154572
1559.53, 0.154572
1559.53, 0.154572
1559.53, 0.154571
1559.53, 0.154571
1559.53, 0.154571
1559.53, 0.15457
1559.53, 0.15457
1559.53, 0.154569
1559.53, 0.154569
1559.53, 0.154569
1559.53, 0.154568
1559.53, 0.154568
1559.53, 0.154568
1559.53, 0.154567
1559.53, 0.154567
1559.53, 0.154566
1559.52, 0.154566
1559.52, 0.154566
1559.52, 0.154565
1559.52, 0.154565
1559.52, 0.154564
1559.52, 0.154564
1559.52, 0.154564
1559.52, 0.154563
1559.52, 0.154563
1559.52, 0.154562
1559.52, 0.154562
1559.52, 0.154562
1559.52, 0.154561
1559.52, 0.154561
1559.52, 0.15456
1559.52, 0.15456
1559.52, 0.15456
1559.52, 0.154559
1559.52, 0.154559
1559.52, 0.154558
1559.52, 0.154558
1559.52, 0.154557
1559.52, 0.154557
1559.52, 0.154557
1559.52, 0.154556
1559.51, 0.154556
1559.51, 0.154555
1559.51, 0.154555
1559.51, 0.154554
1559.51, 0.154554
1559.51, 0.154553
1559.51, 0.154553
1559.51, 0.154553
1559.51, 0.154552
1559.51, 0.154552
1559.51, 0.154551
1559.51, 0.154551
1559.51, 0.15455
1559.51, 0.15455
1559.51, 0.154549
1559.51, 0.154549
1559.51, 0.154548
1559.51, 0.154548
1559.51, 0.154548
1559.51, 0.154547
1559.51, 0.154547
1559.51, 0.154546
1559.51, 0.154546
1559.51, 0.154545
1559.51, 0.154545
1559.5, 0.154544
1559.5, 0.154544
1559.5, 0.154543
1559.5, 0.154543
1559.5, 0.154542
1559.5, 0.154542
1559.5, 0.154541
1559.5, 0.154541
1559.5, 0.15454
1559.5, 0.15454
1559.5, 0.154539
1559.5, 0.154539
1559.5, 0.154538
1559.5, 0.154538
1559.5, 0.154537
1559.5, 0.154537
1559.5, 0.154536
1559.5, 0.154536
1559.5, 0.154535
1559.5, 0.154535
1559.5, 0.154534
1559.5, 0.154534
1559.5, 0.154533
1559.5, 0.154533
1559.5, 0.154532
1559.49, 0.154532
1559.49, 0.154531
1559.49, 0.154531
1559.49, 0.15453
1559.49, 0.154529
1559.49, 0.154529
1559.49, 0.154528
1559.49, 0.154528
1559.49, 0.154527
1559.49, 0.154527
1559.49, 0.154526
1559.49, 0.154526
1559.49, 0.154525
1559.49, 0.154525
1559.49, 0.154524
1559.49, 0.154523
1559.49, 0.154523
1559.49, 0.154522
1559.49, 0.154522
1559.49, 0.154521
1559.49, 0.154521
1559.49, 0.15452
1559.49, 0.15452
1559.49, 0.154519
1559.48, 0.154518
1559.48, 0.154518
1559.48, 0.154517
1559.48, 0.154517
1559.48, 0.154516
1559.48, 0.154515
1559.48, 0.154515
1559.48, 0.154514
1559.48, 0.154514
1559.48, 0.154513
1559.48, 0.154513
1559.48, 0.154512
1559.48, 0.154511
1559.48, 0.154511
1559.48, 0.15451
1559.48, 0.15451
1559.48, 0.154509
1559.48, 0.154508
1559.48, 0.154508
1559.48, 0.154507
1559.48, 0.154507
1559.48, 0.154506
1559.48, 0.154505
1559.48, 0.154505
1559.48, 0.154504
1559.47, 0.154503
1559.47, 0.154503
1559.47, 0.154502
1559.47, 0.154502
1559.47, 0.154501
1559.47, 0.1545
1559.47, 0.1545
1559.47, 0.154499
1559.47, 0.154498
1559.47, 0.154498
1559.47, 0.154497
1559.47, 0.154497
1559.47, 0.154496
1559.47, 0.154495
1559.47, 0.154495
1559.47, 0.154494
1559.47, 0.154493
1559.47, 0.154493
1559.47, 0.154492
1559.47, 0.154491
1559.47, 0.154491
1559.47, 0.15449
1559.47, 0.154489
1559.47, 0.154489
1559.47, 0.154488
1559.46, 0.154487
1559.46, 0.154487
1559.46, 0.154486
1559.46, 0.154485
1559.46, 0.154485
1559.46, 0.154484
1559.46, 0.154483
1559.46, 0.154483
1559.46, 0.154482
1559.46, 0.154481
1559.46, 0.154481
1559.46, 0.15448
1559.46, 0.154479
1559.46, 0.154479
1559.46, 0.154478
1559.46, 0.154477
1559.46, 0.154477
1559.46, 0.154476
1559.46, 0.154475
1559.46, 0.154475
1559.46, 0.154474
1559.46, 0.154473
1559.46, 0.154472
1559.46, 0.154472
1559.45, 0.154471
1559.45, 0.15447
1559.45, 0.15447
1559.45, 0.154469
1559.45, 0.154468
1559.45, 0.154467
1559.45, 0.154467
1559.45, 0.154466
1559.45, 0.154465
1559.45, 0.154465
1559.45, 0.154464
1559.45, 0.154463
1559.45, 0.154462
1559.45, 0.154462
1559.45, 0.154461
1559.45, 0.15446
1559.45, 0.154459
1559.45, 0.154459
1559.45, 0.154458
1559.45, 0.154457
1559.45, 0.154456
1559.45, 0.154456
1559.45, 0.154455
1559.45, 0.154454
1559.45, 0.154453
1559.44, 0.154453
1559.44, 0.154452
1559.44, 0.154451
1559.44, 0.15445
1559.44, 0.15445
1559.44, 0.154449
1559.44, 0.154448
1559.44, 0.154447
1559.44, 0.154447
1559.44, 0.154446
1559.44, 0.154445
1559.44, 0.154444
1559.44, 0.154444
1559.44, 0.154443
1559.44, 0.154442
1559.44, 0.154441
1559.44, 0.15444
1559.44, 0.15444
1559.44, 0.154439
1559.44, 0.154438
1559.44, 0.154437
1559.44, 0.154436
1559.44, 0.154436
1559.44, 0.154435
1559.44, 0.154434
1559.43, 0.154433
1559.43, 0.154432
1559.43, 0.154432
1559.43, 0.154431
1559.43, 0.15443
1559.43, 0.154429
1559.43, 0.154428
1559.43, 0.154428
1559.43, 0.154427
1559.43, 0.154426
1559.43, 0.154425
1559.43, 0.154424
1559.43, 0.154424
1559.43, 0.154423
1559.43, 0.154422
1559.43, 0.154421
1559.43, 0.15442
1559.43, 0.154419
1559.43, 0.154419
1559.43, 0.154418
1559.43, 0.154417
1559.43, 0.154416
1559.43, 0.154415
1559.43, 0.154414
1559.42, 0.154414
1559.42, 0.154413
1559.42, 0.154412
1559.42, 0.154411
1559.42, 0.15441
1559.42, 0.154409
1559.42, 0.154408
1559.42, 0.154408
1559.42, 0.154407
1559.42, 0.154406
1559.42, 0.154405
1559.42, 0.154404
1559.42, 0.154403
1559.42, 0.154402
1559.42, 0.154402
1559.42, 0.154401
1559.42, 0.1544
1559.42, 0.154399
1559.42, 0.154398
1559.42, 0.154397
1559.42, 0.154396
1559.42, 0.154395
1559.42, 0.154395
1559.42, 0.154394
1559.42, 0.154393
1559.41, 0.154392
1559.41, 0.154391
1559.41, 0.15439
1559.41, 0.154389
1559.41, 0.154388
1559.41, 0.154387
1559.41, 0.154386
1559.41, 0.154386
1559.41, 0.154385
1559.41, 0.154384
1559.41, 0.154383
1559.41, 0.154382
1559.41, 0.154381
1559.41, 0.15438
1559.41, 0.154379
1559.41, 0.154378
1559.41, 0.154377
1559.41, 0.154376
1559.41, 0.154376
1559.41, 0.154375
1559.41, 0.154374
1559.41, 0.154373
1559.41, 0.154372
1559.41, 0.154371
1559.41, 0.15437
1559.4, 0.154369
1559.4, 0.154368
1559.4, 0.154367
1559.4, 0.154366
1559.4, 0.154365
1559.4, 0.154364
1559.4, 0.154363
1559.4, 0.154362
1559.4, 0.154361
1559.4, 0.15436
1559.4, 0.15436
1559.4, 0.154359
1559.4, 0.154358
1559.4, 0.154357
1559.4, 0.154356
1559.4, 0.154355
1559.4, 0.154354
1559.4, 0.154353
1559.4, 0.154352
1559.4, 0.154351
1559.4, 0.15435
1559.4, 0.154349
1559.4, 0.154348
1559.4, 0.154347
1559.4, 0.154346
1559.39, 0.154345
1559.39, 0.154344
1559.39, 0.154343
1559.39, 0.154342
1559.39, 0.154341
1559.39, 0.15434
1559.39, 0.154339
1559.39, 0.154338
1559.39, 0.154337
1559.39, 0.154336
1559.39, 0.154335
1559.39, 0.154334
1559.39, 0.154333
1559.39, 0.154332
1559.39, 0.154331
1559.39, 0.15433
1559.39, 0.154329
1559.39, 0.154328
1559.39, 0.154327
1559.39, 0.154326
1559.39, 0.154325
1559.39, 0.154324
1559.39, 0.154323
1559.39, 0.154322
1559.38, 0.154321
1559.38, 0.15432
1559.38, 0.154319
1559.38, 0.154318
1559.38, 0.154317
1559.38, 0.154316
1559.38, 0.154315
1559.38, 0.154314
1559.38, 0.154313
1559.38, 0.154312
1559.38, 0.154311
1559.38, 0.154309
1559.38, 0.154308
1559.38, 0.154307
1559.38, 0.154306
1559.38, 0.154305
1559.38, 0.154304
1559.38, 0.154303
1559.38, 0.154302
1559.38, 0.154301
1559.38, 0.1543
1559.38, 0.154299
1559.38, 0.154298
1559.38, 0.154297
1559.38, 0.154296
1559.37, 0.154295
1559.37, 0.154294
1559.37, 0.154292
1559.37, 0.154291
1559.37, 0.15429
1559.37, 0.154289
1559.37, 0.154288
1559.37, 0.154287
1559.37, 0.154286
1559.37, 0.154285
1559.37, 0.154284
1559.37, 0.154283
1559.37, 0.154282
1559.37, 0.154281
1559.37, 0.154279
1559.37, 0.154278
1559.37, 0.154277
1559.37, 0.154276
1559.37, 0.154275
1559.37, 0.154274
1559.37, 0.154273
1559.37, 0.154272
1559.37, 0.154271
1559.37, 0.154269
1559.37, 0.154268
1559.36, 0.154267
1559.36, 0.154266
1559.36, 0.154265
1559.36, 0.154264
1559.36, 0.154263
1559.36, 0.154262
1559.36, 0.15426
1559.36, 0.154259
1559.36, 0.154258
1559.36, 0.154257
1559.36, 0.154256
1559.36, 0.154255
1559.36, 0.154254
1559.36, 0.154253
1559.36, 0.154251
1559.36, 0.15425
1559.36, 0.154249
1559.36, 0.154248
1559.36, 0.154247
1559.36, 0.154246
1559.36, 0.154244
1559.36, 0.154243
1559.36, 0.154242
1559.36, 0.154241
1559.35, 0.15424
1559.35, 0.154239
1559.35, 0.154238
1559.35, 0.154236
1559.35, 0.154235
1559.35, 0.154234
1559.35, 0.154233
1559.35, 0.154232
1559.35, 0.15423
1559.35, 0.154229
1559.35, 0.154228
1559.35, 0.154227
1559.35, 0.154226
1559.35, 0.154225
1559.35, 0.154223
1559.35, 0.154222
1559.35, 0.154221
1559.35, 0.15422
1559.35, 0.154219
1559.35, 0.154217
1559.35, 0.154216
1559.35, 0.154215
1559.35, 0.154214
1559.35, 0.154213
1559.35, 0.154211
1559.34, 0.15421
1559.34, 0.154209
1559.34, 0.154208
1559.34, 0.154207
1559.34, 0.154205
1559.34, 0.154204
1559.34, 0.154203
1559.34, 0.154202
1559.34, 0.1542
1559.34, 0.154199
1559.34, 0.154198
1559.34, 0.154197
1559.34, 0.154196
1559.34, 0.154194
1559.34, 0.154193
1559.34, 0.154192
1559.34, 0.154191
1559.34, 0.154189
1559.34, 0.154188
1559.34, 0.154187
1559.34, 0.154186
1559.34, 0.154184
1559.34, 0.154183
1559.34, 0.154182
1559.34, 0.154181
1559.33, 0.154179
1559.33, 0.154178
1559.33, 0.154177
1559.33, 0.154176
1559.33, 0.154174
1559.33, 0.154173
1559.33, 0.154172
1559.33, 0.15417
1559.33, 0.154169
1559.33, 0.154168
1559.33, 0.154167
1559.33, 0.154165
1559.33, 0.154164
1559.33, 0.154163
1559.33, 0.154162
1559.33, 0.15416
1559.33, 0.154159
1559.33, 0.154158
1559.33, 0.154156
1559.33, 0.154155
1559.33, 0.154154
1559.33, 0.154153
1559.33, 0.154151
1559.33, 0.15415
1559.32, 0.154149
1559.32, 0.154147
1559.32, 0.154146
1559.32, 0.154145
1559.32, 0.154143
1559.32, 0.154142
1559.32, 0.154141
1559.32, 0.154139
1559.32, 0.154138
1559.32, 0.154137
1559.32, 0.154136
1559.32, 0.154134
1559.32, 0.154133
1559.32, 0.154132
1559.32, 0.15413
1559.32, 0.154129
1559.32, 0.154128
1559.32, 0.154126
1559.32, 0.154125
1559.32, 0.154124
1559.32, 0.154122
1559.32, 0.154121
1559.32, 0.15412
1559.32, 0.154118
1559.32, 0.154117
1559.31, 0.154116
1559.31, 0.154114
1559.31, 0.154113
1559.31, 0.154111
1559.31, 0.15411
1559.31, 0.154109
1559.31, 0.154107
1559.31, 0.154106
1559.31, 0.154105
1559.31, 0.154103
1559.31, 0.154102
1559.31, 0.154101
1559.31, 0.154099
1559.31, 0.154098
1559.31, 0.154096
1559.31, 0.154095
1559.31, 0.154094
1559.31, 0.154092
1559.31, 0.154091
1559.31, 0.15409
1559.31, 0.154088
1559.31, 0.154087
1559.31, 0.154085
1559.31, 0.154084
1559.31, 0.154083
1559.3, 0.154081
1559.3, 0.15408
1559.3, 0.154078
1559.3, 0.154077
1559.3, 0.154076
1559.3, 0.154074
1559.3, 0.154073
1559.3, 0.154071
1559.3, 0.15407
1559.3, 0.154069
1559.3, 0.154067
1559.3, 0.154066
1559.3, 0.154064
1559.3, 0.154063
1559.3, 0.154062
1559.3, 0.15406
1559.3, 0.154059
1559.3, 0.154057
1559.3, 0.154056
1559.3, 0.154054
1559.3, 0.154053
1559.3, 0.154052
1559.3, 0.15405
1559.3, 0.154049
1559.3, 0.154047
1559.29, 0.154046
1559.29, 0.154044
1559.29, 0.154043
1559.29, 0.154041
1559.29, 0.15404
1559.29, 0.154039
1559.29, 0.154037
1559.29, 0.154036
1559.29, 0.154034
1559.29, 0.154033
1559.29, 0.154031
1559.29, 0.15403
1559.29, 0.154028
1559.29, 0.154027
1559.29, 0.154025
1559.29, 0.154024
1559.29, 0.154022
1559.29, 0.154021
1559.29, 0.15402
1559.29, 0.154018
1559.29, 0.154017
1559.29, 0.154015
1559.29, 0.154014
1559.29, 0.154012
1559.28, 0.154011
1559.28, 0.154009
1559.28, 0.154008
1559.28, 0.154006
1559.28, 0.154005
1559.28, 0.154003
1559.28, 0.154002
1559.28, 0.154
1559.28, 0.153999
1559.28, 0.153997
1559.28, 0.153996
1559.28, 0.153994
1559.28, 0.153993
1559.28, 0.153991
1559.28, 0.15399
1559.28, 0.153988
1559.28, 0.153987
1559.28, 0.153985
1559.28, 0.153984
1559.28, 0.153982
1559.28, 0.153981
1559.28, 0.153979
1559.28, 0.153977
1559.28, 0.153976
1559.28, 0.153974
1559.27, 0.153973
1559.27, 0.153971
1559.27, 0.15397
1559.27, 0.153968
1559.27, 0.153967
1559.27, 0.153965
1559.27, 0.153964
1559.27, 0.153962
1559.27, 0.153961
1559.27, 0.153959
1559.27, 0.153957
1559.27, 0.153956
1559.27, 0.153954
1559.27, 0.153953
1559.27, 0.153951
1559.27, 0.15395
1559.27, 0.153948
1559.27, 0.153947
1559.27, 0.153945
1559.27, 0.153943
1559.27, 0.153942
1559.27, 0.15394
1559.27, 0.153939
1559.27, 0.153937
1559.27, 0.153936
1559.26, 0.153934
1559.26, 0.153932
1559.26, 0.153931
1559.26, 0.153929
1559.26, 0.153928
1559.26, 0.153926
1559.26, 0.153924
1559.26, 0.153923
1559.26, 0.153921
1559.26, 0.15392
1559.26, 0.153918
1559.26, 0.153916
1559.26, 0.153915
1559.26, 0.153913
1559.26, 0.153912
1559.26, 0.15391
1559.26, 0.153908
1559.26, 0.153907
1559.26, 0.153905
1559.26, 0.153904
1559.26, 0.153902
1559.26, 0.1539
1559.26, 0.153899
1559.26, 0.153897
1559.25, 0.153895
1559.25, 0.153894
1559.25, 0.153892
1559.25, 0.153891
1559.25, 0.153889
1559.25, 0.153887
1559.25, 0.153886
1559.25, 0.153884
1559.25, 0.153882
1559.25, 0.153881
1559.25, 0.153879
1559.25, 0.153877
1559.25, 0.153876
1559.25, 0.153874
1559.25, 0.153872
1559.25, 0.153871
1559.25, 0.153869
1559.25, 0.153868
1559.25, 0.153866
1559.25, 0.153864
1559.25, 0.153863
1559.25, 0.153861
1559.25, 0.153859
1559.25, 0.153858
1559.25, 0.153856
1559.24, 0.153854
1559.24, 0.153853
1559.24, 0.153851
1559.24, 0.153849
1559.24, 0.153847
1559.24, 0.153846
1559.24, 0.153844
1559.24, 0.153842
1559.24, 0.153841
1559.24, 0.153839
1559.24, 0.153837
1559.24, 0.153836
1559.24, 0.153834
1559.24, 0.153832
1559.24, 0.153831
1559.24, 0.153829
1559.24, 0.153827
1559.24, 0.153825
1559.24, 0.153824
1559.24, 0.153822
1559.24, 0.15382
1559.24, 0.153819
1559.24, 0.153817
1559.24, 0.153815
1559.24, 0.153813
1559.23, 0.153812
1559.23, 0.15381
1559.23, 0.153808
1559.23, 0.153807
1559.23, 0.153805
1559.23, 0.153803
1559.23, 0.153801
1559.23, 0.1538
1559.23, 0.153798
1559.23, 0.153796
1559.23, 0.153794
1559.23, 0.153793
1559.23, 0.153791
1559.23, 0.153789
1559.23, 0.153787
1559.23, 0.153786
1559.23, 0.153784
1559.23, 0.153782
1559.23, 0.15378
1559.23, 0.153779
1559.23, 0.153777
1559.23, 0.153775
1559.23, 0.153773
1559.23, 0.153772
1559.22, 0.15377
1559.22, 0.153768
1559.22, 0.153766
1559.22, 0.153765
1559.22, 0.153763
1559.22, 0.153761
1559.22, 0.153759
1559.22, 0.153757
1559.22, 0.153756
1559.22, 0.153754
1559.22, 0.153752
1559.22, 0.15375
1559.22, 0.153749
1559.22, 0.153747
1559.22, 0.153745
1559.22, 0.153743
1559.22, 0.153741
1559.22, 0.15374
1559.22, 0.153738
1559.22, 0.153736
1559.22, 0.153734
1559.22, 0.153732
1559.22, 0.153731
1559.22, 0.153729
1559.22, 0.153727
1559.21, 0.153725
1559.21, 0.153723
1559.21, 0.153721
1559.21, 0.15372
1559.21, 0.153718
1559.21, 0.153716
1559.21, 0.153714
1559.21, 0.153712
1559.21, 0.153711
1559.21, 0.153709
1559.21, 0.153707
1559.21, 0.153705
1559.21, 0.153703
1559.21, 0.153701
1559.21, 0.153699
1559.21, 0.153698
1559.21, 0.153696
1559.21, 0.153694
1559.21, 0.153692
1559.21, 0.15369
1559.21, 0.153688
1559.21, 0.153687
1559.21, 0.153685
1559.21, 0.153683
1559.21, 0.153681
1559.2, 0.153679
1559.2, 0.153677
1559.2, 0.153675
1559.2, 0.153673
1559.2, 0.153672
1559.2, 0.15367
1559.2, 0.153668
1559.2, 0.153666
1559.2, 0.153664
1559.2, 0.153662
1559.2, 0.15366
1559.2, 0.153658
1559.2, 0.153657
1559.2, 0.153655
1559.2, 0.153653
1559.2, 0.153651
1559.2, 0.153649
1559.2, 0.153647
1559.2, 0.153645
1559.2, 0.153643
1559.2, 0.153641
1559.2, 0.15364
1559.2, 0.153638
1559.2, 0.153636
1559.2, 0.153634
1559.19, 0.153632
1559.19, 0.15363
1559.19, 0.153628
1559.19, 0.153626
1559.19, 0.153624
1559.19, 0.153622
1559.19, 0.15362
1559.19, 0.153618
1559.19, 0.153617
1559.19, 0.153615
1559.19, 0.153613
1559.19, 0.153611
1559.19, 0.153609
1559.19, 0.153607
1559.19, 0.153605
1559.19, 0.153603
1559.19, 0.153601
1559.19, 0.153599
1559.19, 0.153597
1559.19, 0.153595
1559.19, 0.153593
1559.19, 0.153591
1559.19, 0.153589
1559.19, 0.153587
1559.18, 0.153585
1559.18, 0.153583
1559.18, 0.153582
1559.18, 0.15358
1559.18, 0.153578
1559.18, 0.153576
1559.18, 0.153574
1559.18, 0.153572
1559.18, 0.15357
1559.18, 0.153568
1559.18, 0.153566
1559.18, 0.153564
1559.18, 0.153562
1559.18, 0.15356
1559.18, 0.153558
1559.18, 0.153556
1559.18, 0.153554
1559.18, 0.153552
1559.18, 0.15355
1559.18, 0.153548
1559.18, 0.153546
1559.18, 0.153544
1559.18, 0.153542
1559.18, 0.15354
1559.18, 0.153538
1559.17, 0.153536
1559.17, 0.153534
1559.17, 0.153532
1559.17, 0.15353
1559.17, 0.153528
1559.17, 0.153526
1559.17, 0.153524
1559.17, 0.153522
1559.17, 0.15352
1559.17, 0.153518
1559.17, 0.153516
1559.17, 0.153514
1559.17, 0.153512
1559.17, 0.15351
1559.17, 0.153508
1559.17, 0.153506
1559.17, 0.153503
1559.17, 0.153501
1559.17, 0.153499
1559.17, 0.153497
1559.17, 0.153495
1559.17, 0.153493
1559.17, 0.153491
1559.17, 0.153489
1559.17, 0.153487
1559.16, 0.153485
1559.16, 0.153483
1559.16, 0.153481
1559.16, 0.153479
1559.16, 0.153477
1559.16, 0.153475
1559.16, 0.153473
1559.16, 0.153471
1559.16, 0.153469
1559.16, 0.153466
1559.16, 0.153464
1559.16, 0.153462
1559.16, 0.15346
1559.16, 0.153458
1559.16, 0.153456
1559.16, 0.153454
1559.16, 0.153452
1559.16, 0.15345
1559.16, 0.153448
1559.16, 0.153446
1559.16, 0.153444
1559.16, 0.153441
1559.16, 0.153439
1559.16, 0.153437
1559.15, 0.153435
1559.15, 0.153433
1559.15, 0.153431
1559.15, 0.153429
1559.15, 0.153427
1559.15, 0.153425
1559.15, 0.153422
1559.15, 0.15342
1559.15, 0.153418
1559.15, 0.153416
1559.15, 0.153414
1559.15, 0.153412
1559.15, 0.15341
1559.15, 0.153408
1559.15, 0.153405
1559.15, 0.153403
1559.15, 0.153401
1559.15, 0.153399
1559.15, 0.153397
1559.15, 0.153395
1559.15, 0.153393
1559.15, 0.153391
1559.15, 0.153388
1559.15, 0.153386
1559.15, 0.153384
1559.14, 0.153382
1559.14, 0.15338
1559.14, 0.153378
1559.14, 0.153375
1559.14, 0.153373
1559.14, 0.153371
1559.14, 0.153369
1559.14, 0.153367
1559.14, 0.153365
1559.14, 0.153362
1559.14, 0.15336
1559.14, 0.153358
1559.14, 0.153356
1559.14, 0.153354
1559.14, 0.153352
1559.14, 0.153349
1559.14, 0.153347
1559.14, 0.153345
1559.14, 0.153343
1559.14, 0.153341
1559.14, 0.153338
1559.14, 0.153336
1559.14, 0.153334
1559.14, 0.153332
1559.14, 0.15333
1559.13, 0.153327
1559.13, 0.153325
1559.13, 0.153323
1559.13, 0.153321
1559.13, 0.153319
1559.13, 0.153316
1559.13, 0.153314
1559.13, 0.153312
1559.13, 0.15331
1559.13, 0.153308
1559.13, 0.153305
1559.13, 0.153303
1559.13, 0.153301
1559.13, 0.153299
1559.13, 0.153296
1559.13, 0.153294
1559.13, 0.153292
1559.13, 0.15329
1559.13, 0.153288
1559.13, 0.153285
1559.13, 0.153283
1559.13, 0.153281
1559.13, 0.153279
1559.13, 0.153276
1559.13, 0.153274
1559.12, 0.153272
1559.12, 0.15327
1559.12, 0.153267
1559.12, 0.153265
1559.12, 0.153263
1559.12, 0.153261
1559.12, 0.153258
1559.12, 0.153256
1559.12, 0.153254
1559.12, 0.153251
1559.12, 0.153249
1559.12, 0.153247
1559.12, 0.153245
1559.12, 0.153242
1559.12, 0.15324
1559.12, 0.153238
1559.12, 0.153235
1559.12, 0.153233
1559.12, 0.153231
1559.12, 0.153229
1559.12, 0.153226
1559.12, 0.153224
1559.12, 0.153222
1559.12, 0.153219
1559.11, 0.153217
1559.11, 0.153215
1559.11, 0.153213
1559.11, 0.15321
1559.11, 0.153208
1559.11, 0.153206
1559.11, 0.153203
1559.11, 0.153201
1559.11, 0.153199
1559.11, 0.153196
1559.11, 0.153194
1559.11, 0.153192
1559.11, 0.153189
1559.11, 0.153187
1559.11, 0.153185
1559.11, 0.153182
1559.11, 0.15318
1559.11, 0.153178
1559.11, 0.153175
1559.11, 0.153173
1559.11, 0.153171
1559.11, 0.153168
1559.11, 0.153166
1559.11, 0.153164
1559.11, 0.153161
1559.1, 0.153159
1559.1, 0.153157
1559.1, 0.153154
1559.1, 0.153152
1559.1, 0.15315
1559.1, 0.153147
1559.1, 0.153145
1559.1, 0.153142
1559.1, 0.15314
1559.1, 0.153138
1559.1, 0.153135
1559.1, 0.153133
1559.1, 0.153131
1559.1, 0.153128
1559.1, 0.153126
1559.1, 0.153124
1559.1, 0.153121
1559.1, 0.153119
1559.1, 0.153116
1559.1, 0.153114
1559.1, 0.153112
1559.1, 0.153109
1559.1, 0.153107
1559.1, 0.153104
1559.1, 0.153102
